"seed","roi","roi_label","network","n","mean_PSIL","mean_MTP","mean_delta","d_z","d_av","p_value","p_wilcox","p_FDR","p_wilcox_FDR","significant","sig_wilcox"
"HIP",123,"RH_SomMot_8","SomMot",6,0.39022017834055,0.235129635959981,0.155090542380569,0.799766915588451,1.30808447050656,0.10742247983155,0.142213241936393,0.235036554886587,0.261488864205625,FALSE,FALSE
"HIP",124,"RH_SomMot_9","SomMot",6,0.420817172840726,0.295623735450842,0.125193437389883,0.668013536498874,0.802683741148183,0.162705357181784,0.208412803684149,0.266699147131861,0.295143597763887,FALSE,FALSE
"HIP",125,"RH_SomMot_10","SomMot",6,0.372266391027041,0.280942307262643,0.0913240837643984,0.374016608246692,0.538194390236823,0.401615079784279,0.29450739368011,0.446674332638125,0.347915470254223,FALSE,FALSE
"HIP",126,"RH_SomMot_11","SomMot",6,0.390900202480169,0.285727364691698,0.105172837788471,0.502292585653443,0.700844957721119,0.273285288747706,0.29450739368011,0.338636118665636,0.347915470254223,FALSE,FALSE
"HIP",127,"RH_SomMot_12","SomMot",6,0.423528338861938,0.309283068214572,0.114245270647366,0.621396540044754,0.721845530622026,0.188473880986521,0.29450739368011,0.282710821479781,0.347915470254223,FALSE,FALSE
"HIP",128,"RH_SomMot_13","SomMot",6,0.3780350177346,0.221909628337559,0.156125389397041,0.648698666711529,0.802654050054699,0.172932487247408,0.142213241936393,0.270885120712491,0.261488864205625,FALSE,FALSE
"HIP",129,"RH_SomMot_14","SomMot",6,0.43506159426926,0.342398256894226,0.092663337375034,0.515623669005669,0.590105586640899,0.26227837162119,0.29450739368011,0.330383805136085,0.347915470254223,FALSE,FALSE
"HIP",130,"RH_SomMot_15","SomMot",6,0.381149782507952,0.261191708431852,0.1199580740761,0.693094746994954,0.915708746523516,0.150316326849735,0.208412803684149,0.255950201088696,0.295143597763887,FALSE,FALSE
"HIP",131,"RH_SomMot_16","SomMot",6,0.3777378487166,0.256121392590859,0.121616456125742,0.588461937877536,0.755598286400559,0.209029745845155,0.208412803684149,0.288841103349668,0.295143597763887,FALSE,FALSE
"HIP",132,"RH_SomMot_17","SomMot",6,0.398534212051542,0.266934029741716,0.131600182309826,0.661468535631933,0.914621899887602,0.166102100406685,0.208412803684149,0.266699147131861,0.295143597763887,FALSE,FALSE
"HIP",133,"RH_SomMot_18","SomMot",6,0.446381608641645,0.35916012784295,0.0872214807986944,0.525511751670131,0.764061010268739,0.254376545539576,0.29450739368011,0.32401034850851,0.347915470254223,FALSE,FALSE
"HIP",134,"RH_SomMot_19","SomMot",6,0.355131842079968,0.224061703386903,0.131070138693065,1.17972427873272,1.18618216272394,0.034197872619,0.0591720678258594,0.20293536863458,0.245295117532654,FALSE,FALSE
"HIP",135,"RH_DorsAttn_Post_1","DorsAttn",6,0.372276616309366,0.190154234900833,0.182122381408533,1.15923996971314,1.38460268674249,0.0362657569234401,0.0591720678258594,0.20293536863458,0.245295117532654,FALSE,FALSE
"HIP",136,"RH_DorsAttn_Post_2","DorsAttn",6,0.473318331290179,0.235857827780807,0.237460503509372,1.03912577908351,1.27889559925708,0.051558304681543,0.142213241936393,0.20293536863458,0.261488864205625,FALSE,FALSE
"HIP",137,"RH_DorsAttn_Post_3","DorsAttn",6,0.352302552271626,0.177589120662083,0.174713431609542,0.772920492128324,1.12580081919219,0.116869796028536,0.142213241936393,0.235036554886587,0.261488864205625,FALSE,FALSE
"HIP",138,"RH_DorsAttn_Post_4","DorsAttn",6,0.371197022205171,0.109770708471844,0.261426313733327,1.13288550323895,1.87606836044832,0.0391333411036424,0.0591720678258594,0.20293536863458,0.245295117532654,FALSE,FALSE
"HIP",139,"RH_DorsAttn_Post_5","DorsAttn",6,0.402275846201391,0.192924844941393,0.209351001259998,0.845642917900769,1.41872101437419,0.093074556756991,0.142213241936393,0.235036554886587,0.261488864205625,FALSE,FALSE
"HIP",140,"RH_DorsAttn_Post_6","DorsAttn",6,0.422568885689486,0.176719210308342,0.245849675381144,1.35779718183682,1.59183992147259,0.0208724008535846,0.0591720678258594,0.20293536863458,0.245295117532654,FALSE,FALSE
"HIP",141,"RH_DorsAttn_Post_7","DorsAttn",6,0.381184738090513,0.119279081330663,0.26190565675985,1.05110165640283,1.54286728597657,0.0497530596785425,0.0934924836898357,0.20293536863458,0.261488864205625,FALSE,FALSE
"HIP",142,"RH_DorsAttn_Post_8","DorsAttn",6,0.370324813993103,0.117270052540676,0.253054761452427,1.08943456963372,1.72517811776189,0.044425236075784,0.0934924836898357,0.20293536863458,0.261488864205625,FALSE,FALSE
"HIP",143,"RH_DorsAttn_Post_9","DorsAttn",6,0.392184414525329,0.195903858181017,0.196280556344313,1.12137211227129,1.386469861319,0.0404642280127499,0.0591720678258594,0.20293536863458,0.245295117532654,FALSE,FALSE
"HIP",144,"RH_DorsAttn_Post_10","DorsAttn",6,0.364260054617623,0.156091442637949,0.208168611979673,0.820159566724145,1.24610426828597,0.100778400358258,0.142213241936393,0.235036554886587,0.261488864205625,FALSE,FALSE
"HIP",145,"RH_DorsAttn_FEF_1","DorsAttn",6,0.366840948882493,0.142082896347516,0.224758052534977,1.01312237442673,1.48312852600319,0.0557294318755376,0.0591720678258594,0.20293536863458,0.245295117532654,FALSE,FALSE
"HIP",146,"RH_DorsAttn_FEF_2","DorsAttn",6,0.397778088213288,0.159727435606234,0.238050652607053,1.27031749546751,2.28534521107535,0.0265018818761557,0.0591720678258594,0.20293536863458,0.245295117532654,FALSE,FALSE
"HIP",147,"RH_DorsAttn_PrCv_1","DorsAttn",6,0.368090553805121,0.0792761039767323,0.288814449828388,0.906246996509768,1.60558005575575,0.0771435040506325,0.142213241936393,0.225496396455695,0.261488864205625,FALSE,FALSE
"HIP",148,"RH_SalVentAttn_TempOccPar_1","SalVentAttn",6,0.387212573523959,0.223052172426766,0.164160401097193,0.786062164806333,1.13340947901507,0.112142209140938,0.142213241936393,0.235036554886587,0.261488864205625,FALSE,FALSE
"HIP",149,"RH_SalVentAttn_TempOccPar_2","SalVentAttn",6,0.307515134452727,0.158946026316429,0.148569108136298,0.526127016108165,0.859267135975925,0.253892149366043,0.208412803684149,0.32401034850851,0.295143597763887,FALSE,FALSE
"HIP",150,"RH_SalVentAttn_TempOccPar_3","SalVentAttn",6,0.247002214019362,0.0624215513991567,0.184580662620205,0.550090379235574,0.89276609017751,0.235674771113403,0.208412803684149,0.306917373354,0.295143597763887,FALSE,FALSE
"HIP",151,"RH_SalVentAttn_PrC_1","SalVentAttn",6,0.372943925297387,0.195816994636593,0.177126930660794,0.679373931319856,1.03668287157884,0.156972457352508,0.208412803684149,0.261238834134101,0.295143597763887,FALSE,FALSE
"HIP",152,"RH_SalVentAttn_FrOperIns_1","SalVentAttn",6,0.393269739696025,0.209600138468171,0.183669601227854,0.779880475220526,1.25519525560303,0.114340903642422,0.0934924836898357,0.235036554886587,0.261488864205625,FALSE,FALSE
"HIP",153,"RH_SalVentAttn_FrOperIns_2","SalVentAttn",6,0.410985862621421,0.198307478870584,0.212678383750837,0.737741666059562,1.13836775276939,0.13056039946928,0.142213241936393,0.243998123598326,0.261488864205625,FALSE,FALSE
"HIP",154,"RH_SalVentAttn_FrOperIns_3","SalVentAttn",6,0.350220788009061,0.0508579048837134,0.299362883125347,1.03977365377113,1.69953037316821,0.0514588318128598,0.0591720678258594,0.20293536863458,0.245295117532654,FALSE,FALSE
"HIP",155,"RH_SalVentAttn_FrOperIns_4","SalVentAttn",6,0.322861388857815,0.0898432661567879,0.233018122701027,0.76290395927216,1.19570164304017,0.120610863691801,0.142213241936393,0.235036554886587,0.261488864205625,FALSE,FALSE
"HIP",156,"RH_SalVentAttn_Med_1","SalVentAttn",6,0.359532375070373,0.155807897191867,0.203724477878506,0.945727673920605,1.32906798749686,0.0683467912071017,0.0934924836898357,0.220709228457551,0.261488864205625,FALSE,FALSE
"HIP",157,"RH_SalVentAttn_Med_2","SalVentAttn",6,0.440297775887506,0.171992249515774,0.268305526371731,1.35753412164329,1.92951752082682,0.0208871649083921,0.0360316862182336,0.20293536863458,0.245295117532654,FALSE,FALSE
"HIP",158,"RH_SalVentAttn_Med_3","SalVentAttn",6,0.328314977288925,0.145059325075976,0.183255652212948,0.742869123664329,1.14180316136804,0.128466972979549,0.208412803684149,0.242069998672208,0.295143597763887,FALSE,FALSE
"HIP",159,"RH_Limbic_OFC_1","Limbic",6,0.257279142890938,0.13110860754968,0.126170535341258,2.18816479066923,1.02392276505918,0.00303961039486702,0.0360316862182336,0.20293536863458,0.245295117532654,FALSE,FALSE
"HIP",160,"RH_Limbic_OFC_2","Limbic",6,0.436392070523276,0.337219600630741,0.0991724698925347,0.548669052554236,0.533604351180722,0.236720522605557,0.29450739368011,0.306917373354,0.347915470254223,FALSE,FALSE
"HIP",161,"RH_Limbic_OFC_3","Limbic",6,0.460301073042304,0.379140626121706,0.0811604469205982,0.494137611195537,0.551086853334183,0.280222456118911,0.29450739368011,0.340742777258211,0.347915470254223,FALSE,FALSE
"HIP",162,"RH_Limbic_TempPole_1","Limbic",6,0.337556160406308,0.289331634210629,0.0482245261956797,0.445997687835068,0.519333548537217,0.324448037083776,0.29450739368011,0.375056387041938,0.347915470254223,FALSE,FALSE
"HIP",163,"RH_Limbic_TempPole_2","Limbic",6,0.360248267198271,0.330720395016431,0.0295278721818404,0.142668011830379,0.22639870951149,0.740978194452622,1,0.774968019886229,1,FALSE,FALSE
"HIP",164,"RH_Limbic_TempPole_3","Limbic",6,0.31347444251796,0.302098313317773,0.0113761292001866,0.0986782693962588,0.102511252011697,0.81860410883149,0.833935414088552,0.833222039346338,0.864260338237227,FALSE,FALSE
"HIP",165,"RH_Cont_Par_1","Cont",6,0.271405497534653,0.0138965806783797,0.257508916856273,0.885356463433248,1.37294652637125,0.0822809122900259,0.142213241936393,0.235036554886587,0.261488864205625,FALSE,FALSE
"HIP",166,"RH_Cont_Par_2","Cont",6,0.395886373261831,0.145110092015805,0.250776281246027,1.30617767163061,1.99905693731168,0.0240094235294053,0.0360316862182336,0.20293536863458,0.245295117532654,FALSE,FALSE
